Channel,Energy,Counts
0,0.11128406,3
1,0.111702129,0
2,0.112120753,0
3,0.112539931,1
4,0.112959665,3
5,0.113379954,1
6,0.113800798,6
7,0.114222197,20
8,0.114644151,54
9,0.11506666,199
10,0.115489723,489
11,0.115913342,1407
12,0.116337516,3560
13,0.116762245,9573
14,0.117187529,8512
15,0.117613368,17876
16,0.118039762,49764
17,0.11846671,94231
18,0.118894214,104862
19,0.119322273,111726
20,0.119750887,118502
21,0.120180056,125908
22,0.12060978,131082
23,0.121040059,135432
24,0.121470892,138055
25,0.121902281,139796
26,0.122334225,139887
27,0.122766724,139617
28,0.123199778,137348
29,0.123633387,134660
30,0.12406755,128751
31,0.124502269,120204
32,0.124937543,111573
33,0.125373372,102125
34,0.125809756,92106
35,0.126246695,83791
36,0.126684188,76030
37,0.127122237,70692
38,0.127560841,65340
39,0.128,60981
40,0.128439714,57783
41,0.128879983,54857
42,0.129320807,52494
43,0.129762185,50964
44,0.130204119,50068
45,0.130646608,49833
46,0.131089652,49937
47,0.131533251,50837
48,0.131977405,52808
49,0.132422113,55229
50,0.132867377,57652
51,0.133313196,61713
52,0.13375957,65846
53,0.134206499,70628
54,0.134653982,75976
55,0.135102021,82260
56,0.135550615,89147
57,0.135999764,97342
58,0.136449468,105248
59,0.136899727,113514
60,0.13735054,123311
61,0.137801909,133576
62,0.138253833,143611
63,0.138706312,153914
64,0.139159346,166681
65,0.139612935,178449
66,0.140067078,193797
67,0.140521777,208938
68,0.140977031,218948
69,0.14143284,229210
70,0.141889204,240881
71,0.142346123,251944
72,0.142803596,264562
73,0.143261625,275862
74,0.143720209,288095
75,0.144179348,298948
76,0.144639042,308925
77,0.14509929,319048
78,0.145560094,327472
79,0.146021453,334344
80,0.146483367,342005
81,0.146945836,348417
82,0.147408859,352601
83,0.147872438,356942
84,0.148336572,359408
85,0.148801261,360900
86,0.149266505,361407
87,0.149732304,360381
88,0.150198657,359358
89,0.150665566,357799
90,0.15113303,353076
91,0.151601049,349184
92,0.152069623,342852
93,0.152538751,336911
94,0.153008435,329130
95,0.153478674,319517
96,0.153949468,312348
97,0.154420817,303353
98,0.15489272,292486
99,0.155365179,283630
100,0.155838193,272409
101,0.156311762,261977
102,0.156785886,250522
103,0.157260564,239271
104,0.157735798,228226
105,0.158211587,217739
106,0.158687931,206283
107,0.15916483,195776
108,0.159642283,184594
109,0.160120292,174538
110,0.160598856,163809
111,0.161077975,153690
112,0.161557649,144498
113,0.162037877,135870
114,0.162518661,126689
115,0.163,118822
116,0.163481894,111025
117,0.163964343,103593
118,0.164447346,96407
119,0.164930905,88786
120,0.165415019,83274
121,0.165899688,77791
122,0.166384912,72464
123,0.16687069,67724
124,0.167357024,62262
125,0.167843913,58793
126,0.168331357,54380
127,0.168819355,50419
128,0.169307909,47370
129,0.169797018,44404
130,0.170286682,41640
131,0.170776901,39319
132,0.171267674,36399
133,0.171759003,34626
134,0.172250887,32646
135,0.172743326,30993
136,0.17323632,29715
137,0.173729868,28330
138,0.174223972,27458
139,0.174718631,26295
140,0.175213845,24829
141,0.175709613,24243
142,0.176205937,23563
143,0.176702816,22708
144,0.17720025,22114
145,0.177698239,21365
146,0.178196782,20849
147,0.178695881,20499
148,0.179195535,20285
149,0.179695744,19702
150,0.180196507,19423
151,0.180697826,19187
152,0.1811997,18890
153,0.181702129,18855
154,0.182205113,18427
155,0.182708651,18290
156,0.183212745,18218
157,0.183717394,17865
158,0.184222598,17577
159,0.184728356,17304
160,0.18523467,17192
161,0.185741539,16765
162,0.186248963,16876
163,0.186756941,16864
164,0.187265475,16262
165,0.187774564,16178
166,0.188284208,15927
167,0.188794407,15491
168,0.18930516,15356
169,0.189816469,15123
170,0.190328333,14864
171,0.190840752,14295
172,0.191353725,14170
173,0.191867254,13954
174,0.192381338,13570
175,0.192895977,13351
176,0.19341117,13130
177,0.193926919,12950
178,0.194443223,12481
179,0.194960082,12316
180,0.195477495,11731
181,0.195995464,11456
182,0.196513988,11041
183,0.197033067,10921
184,0.1975527,10601
185,0.198072889,10005
186,0.198593633,9929
187,0.199114932,9505
188,0.199636785,9371
189,0.200159194,8907
190,0.200682158,8436
191,0.201205677,8092
192,0.20172975,8022
193,0.202254379,7534
194,0.202779563,7234
195,0.203305302,6991
196,0.203831595,6876
197,0.204358444,6535
198,0.204885848,6222
199,0.205413807,5932
200,0.20594232,5701
201,0.206471389,5546
202,0.207001013,5236
203,0.207531192,5043
204,0.208061925,4635
205,0.208593214,4524
206,0.209125058,4341
207,0.209657457,4146
208,0.21019041,3846
209,0.210723919,3824
210,0.211257983,3600
211,0.211792602,3204
212,0.212327775,3203
213,0.212863504,3068
214,0.213399788,2948
215,0.213936627,2702
216,0.21447402,2636
217,0.215011969,2501
218,0.215550473,2302
219,0.216089531,2255
220,0.216629145,2075
221,0.217169314,2069
222,0.217710038,1949
223,0.218251316,1882
224,0.21879315,1815
225,0.219335539,1668
226,0.219878483,1662
227,0.220421981,1438
228,0.220966035,1411
229,0.221510644,1454
230,0.222055808,1345
231,0.222601526,1334
232,0.2231478,1236
233,0.223694629,1173
234,0.224242012,1049
235,0.224789951,1046
236,0.225338445,1047
237,0.225887494,981
238,0.226437097,934
239,0.226987256,880
240,0.22753797,806
241,0.228089238,826
242,0.228641062,773
243,0.229193441,731
244,0.229746375,730
245,0.230299863,700
246,0.230853907,641
247,0.231408506,718
248,0.23196366,626
249,0.232519368,634
250,0.233075632,611
251,0.233632451,542
252,0.234189824,606
253,0.234747753,576
254,0.235306237,530
255,0.235865276,533
256,0.236424869,457
257,0.236985018,499
258,0.237545722,465
259,0.23810698,437
260,0.238668794,461
261,0.239231163,412
262,0.239794087,378
263,0.240357565,393
264,0.240921599,366
265,0.241486188,365
266,0.242051331,358
267,0.24261703,345
268,0.243183284,337
269,0.243750092,318
270,0.244317456,284
271,0.244885375,291
272,0.245453849,303
273,0.246022877,257
274,0.246592461,267
275,0.2471626,294
276,0.247733293,283
277,0.248304542,248
278,0.248876346,240
279,0.249448704,233
280,0.250021618,219
281,0.250595087,213
282,0.251169111,188
283,0.251743689,213
284,0.252318823,164
285,0.252894512,173
286,0.253470755,168
287,0.254047554,154
288,0.254624908,171
289,0.255202816,155
290,0.25578128,149
291,0.256360299,148
292,0.256939873,136
293,0.257520001,135
294,0.258100685,123
295,0.258681924,106
296,0.259263717,125
297,0.259846066,118
298,0.26042897,117
299,0.261012428,125
300,0.261596442,102
301,0.262181011,106
302,0.262766134,110
303,0.263351813,99
304,0.263938047,96
305,0.264524835,79
306,0.265112179,98
307,0.265700078,87
308,0.266288532,92
309,0.26687754,67
310,0.267467104,76
311,0.268057223,77
312,0.268647896,82
313,0.269239125,68
314,0.269830909,63
315,0.270423247,68
316,0.271016141,61
317,0.27160959,59
318,0.272203593,57
319,0.272798152,62
320,0.273393266,52
321,0.273988934,53
322,0.274585158,57
323,0.275181937,56
324,0.27577927,45
325,0.276377159,45
326,0.276975603,49
327,0.277574601,46
328,0.278174155,48
329,0.278774264,49
330,0.279374927,51
