Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:	PHA Direct In
High Voltage:	0
Conversion Gain:	1024
Coarse Gain:	4
Fine Gain:	1.45
Upper Discriminator:	2
Lower Discriminator:	0
Calibration Coefficients:	0.07391249999999983	0.0019875000000000006
Calibration Channels:	553	633
Calibration Energies:	1.173	1.332
Elapsed Real Time:	305.2
Elapsed Live Time:	300.0
Start Time:	noviembre 14, 2024, 02:58:47
End Time:	noviembre 14, 2024, 03:03:53
ROIs:
ROI:	Low	High	Gross	Net	FWHM	Centroid


Channel Data:
Channel	Energy	Counts
796	1.6559625000000002	60
797	1.6579500000000003	47
798	1.6599375000000003	44
799	1.6619250000000003	64
800	1.6639125000000003	62
801	1.6659000000000002	57
802	1.6678875000000002	51
803	1.6698750000000002	44
804	1.6718625000000003	52
805	1.6738500000000003	56
806	1.6758375000000003	47
807	1.6778250000000003	44
808	1.6798125000000004	42
809	1.6818000000000002	49
810	1.6837875000000002	50
811	1.6857750000000002	52
812	1.6877625000000003	50
813	1.6897500000000003	47
814	1.6917375000000003	59
815	1.6937250000000004	81
816	1.6957125000000002	54
817	1.6977000000000002	50
818	1.6996875000000002	42
819	1.7016750000000003	43
820	1.7036625000000003	55
821	1.7056500000000003	65
822	1.7076375000000004	47
823	1.7096250000000002	63
824	1.7116125000000002	39
825	1.7136000000000002	64
826	1.7155875000000003	56
827	1.7175750000000003	56
828	1.7195625000000003	53
829	1.7215500000000004	42
830	1.7235375000000004	55
831	1.7255250000000002	39
832	1.7275125000000002	57
833	1.7295000000000003	46
834	1.7314875000000003	50
835	1.7334750000000003	46
836	1.7354625000000004	44
837	1.7374500000000004	56
838	1.7394375000000002	61
839	1.7414250000000002	44
840	1.7434125000000003	45
841	1.7454000000000003	44
842	1.7473875000000003	32
843	1.7493750000000003	46
844	1.7513625000000004	45
845	1.7533500000000002	46
846	1.7553375000000002	59
847	1.7573250000000002	50
848	1.7593125000000003	50
849	1.7613000000000003	53
850	1.7632875000000003	46
851	1.7652750000000004	41
852	1.7672625000000004	49
853	1.7692500000000002	36
854	1.7712375000000002	46
855	1.7732250000000003	49
856	1.7752125000000003	46
857	1.7772000000000003	37
858	1.7791875000000004	43
859	1.7811750000000004	46
860	1.7831625000000002	54
861	1.7851500000000002	44
862	1.7871375000000003	52
863	1.7891250000000003	49
864	1.7911125000000003	49
865	1.7931000000000004	47
866	1.7950875000000004	41
867	1.7970750000000002	39
868	1.7990625000000002	40
869	1.8010500000000003	45
870	1.8030375000000003	59
871	1.8050250000000003	64
872	1.8070125000000004	41
873	1.8090000000000004	47
874	1.8109875000000004	48
875	1.8129750000000002	50
876	1.8149625000000003	46
877	1.8169500000000003	46
878	1.8189375000000003	52
879	1.8209250000000003	48
880	1.8229125000000004	45
881	1.8249000000000004	48
882	1.8268875000000002	47
883	1.8288750000000003	42
884	1.8308625000000003	36
885	1.8328500000000003	44
886	1.8348375000000003	45
887	1.8368250000000004	35
888	1.8388125000000004	63
889	1.8408000000000002	45
890	1.8427875000000002	54
891	1.8447750000000003	46
892	1.8467625000000003	49
893	1.8487500000000003	47
894	1.8507375000000004	62
895	1.8527250000000004	62
896	1.8547125000000004	46
897	1.8567000000000002	41
898	1.8586875000000003	36
899	1.8606750000000003	50
900	1.8626625000000003	52
901	1.8646500000000004	47
902	1.8666375000000004	43
903	1.8686250000000004	42
904	1.8706125000000002	58
905	1.8726000000000003	40
906	1.8745875000000003	32
907	1.8765750000000003	43
908	1.8785625000000004	41
909	1.8805500000000004	46
910	1.8825375000000004	48
911	1.8845250000000002	44
912	1.8865125000000003	49
913	1.8885000000000003	39
914	1.8904875000000003	40
915	1.8924750000000004	53
916	1.8944625000000004	45
917	1.8964500000000004	45
918	1.8984375000000002	42
919	1.9004250000000003	39
920	1.9024125000000003	47
921	1.9044000000000003	45
922	1.9063875000000003	43
923	1.9083750000000004	59
924	1.9103625000000004	51
925	1.9123500000000004	51
926	1.9143375000000002	44
927	1.9163250000000003	48
928	1.9183125000000003	47
929	1.9203000000000003	50
930	1.9222875000000004	47
931	1.9242750000000004	48
932	1.9262625000000004	53
933	1.9282500000000002	51
934	1.9302375000000003	45
935	1.9322250000000003	45
936	1.9342125000000003	41
937	1.9362000000000004	50
938	1.9381875000000004	59
939	1.9401750000000004	56
940	1.9421625000000002	41
941	1.9441500000000003	41
942	1.9461375000000003	42
943	1.9481250000000003	42
944	1.9501125000000004	32
945	1.9521000000000004	34
946	1.9540875000000004	37
947	1.9560750000000005	39
948	1.9580625000000003	47
949	1.9600500000000003	38
950	1.9620375000000003	50
951	1.9640250000000004	58
952	1.9660125000000004	44
953	1.9680000000000004	52
954	1.9699875000000004	48
955	1.9719750000000003	53
956	1.9739625000000003	38
957	1.9759500000000003	46
958	1.9779375000000003	31
959	1.9799250000000004	41
960	1.9819125000000004	58
961	1.9839000000000004	38
962	1.9858875000000002	46
963	1.9878750000000003	60
964	1.9898625000000003	45
