Channel,Energy,Counts
0,0.0739125,0
1,0.0759,0
2,0.0778875,0
3,0.079875,0
4,0.0818625,0
5,0.08385,0
6,0.0858375,0
7,0.087825,0
8,0.0898125,0
9,0.0918,0
10,0.0937875,0
11,0.095775,0
12,0.0977625,0
13,0.09975,0
14,0.10173749999999984,0
15,0.10372499999999983,0
16,0.10571249999999983,4
17,0.10769999999999984,42
18,0.10968749999999983,47
19,0.11167499999999983,49
20,0.11366249999999983,64
21,0.11564999999999984,51
22,0.11763749999999984,59
23,0.11962499999999984,56
24,0.12161249999999985,63
25,0.12359999999999985,66
26,0.12558749999999985,82
27,0.12757499999999983,81
28,0.12956249999999986,72
29,0.13154999999999983,92
30,0.13353749999999984,98
31,0.13552499999999984,91
32,0.13751249999999984,110
33,0.13949999999999985,91
34,0.14148749999999985,101
35,0.14347499999999985,97
36,0.14546249999999983,105
37,0.14744999999999986,101
38,0.14943749999999983,112
39,0.15142499999999987,93
40,0.15341249999999984,88
41,0.15539999999999984,121
42,0.15738749999999985,91
43,0.15937499999999985,76
44,0.16136249999999985,88
45,0.16334999999999986,110
46,0.16533749999999986,81
47,0.16732499999999983,94
48,0.16931249999999987,109
49,0.17129999999999984,97
50,0.17328749999999987,90
51,0.17527499999999985,92
52,0.17726249999999985,102
53,0.17924999999999985,66
54,0.18123749999999986,93
55,0.18322499999999986,84
56,0.18521249999999986,92
57,0.18719999999999987,94
58,0.18918749999999984,64
59,0.19117499999999987,82
60,0.19316249999999985,84
61,0.19514999999999988,76
62,0.19713749999999985,79
63,0.19912499999999986,77
64,0.20111249999999986,78
65,0.20309999999999986,72
66,0.20508749999999987,88
67,0.20707499999999987,73
68,0.20906249999999987,69
69,0.21104999999999988,77
70,0.21303749999999985,72
71,0.21502499999999986,69
72,0.21701249999999986,68
73,0.21899999999999986,73
74,0.22098749999999986,83
75,0.22297499999999987,68
76,0.22496249999999987,63
77,0.22694999999999987,74
78,0.22893749999999988,66
79,0.23092499999999988,82
80,0.23291249999999986,71
81,0.23489999999999986,65
82,0.23688749999999986,74
83,0.23887499999999987,64
84,0.24086249999999987,54
85,0.24284999999999987,60
86,0.24483749999999987,67
87,0.24682499999999988,63
88,0.24881249999999988,58
89,0.2507999999999999,65
90,0.2527874999999999,61
91,0.25477499999999986,65
92,0.2567624999999999,58
93,0.25874999999999987,43
94,0.26073749999999984,71
95,0.2627249999999999,52
96,0.2647124999999999,64
97,0.2666999999999999,63
98,0.26868749999999986,58
99,0.2706749999999999,65
100,0.2726624999999999,63
101,0.2746499999999999,56
102,0.27663749999999987,56
103,0.2786249999999999,51
104,0.2806124999999999,49
105,0.28259999999999985,54
106,0.2845874999999999,50
107,0.2865749999999999,53
108,0.2885624999999999,56
109,0.29054999999999986,53
110,0.2925374999999999,49
111,0.2945249999999999,51
112,0.2965124999999999,50
113,0.2984999999999999,55
114,0.3004874999999999,48
115,0.3024749999999999,33
116,0.30446249999999986,45
117,0.3064499999999999,39
118,0.3084374999999999,41
119,0.3104249999999999,38
120,0.31241249999999987,48
121,0.3143999999999999,39
122,0.31638749999999993,43
123,0.31837499999999985,46
124,0.3203624999999999,47
125,0.3223499999999999,33
126,0.3243374999999999,35
127,0.3263249999999999,49
128,0.3283124999999999,31
129,0.33029999999999987,35
130,0.3322874999999999,43
131,0.3342749999999999,26
132,0.3362624999999999,39
133,0.3382499999999999,25
134,0.3402374999999999,32
135,0.3422249999999999,37
136,0.3442124999999999,31
137,0.3461999999999999,37
138,0.3481874999999999,36
139,0.3501749999999999,38
140,0.3521624999999999,25
141,0.3541499999999999,38
142,0.3561374999999999,37
143,0.3581249999999999,35
